job_id_encoded,location_encoded,classification_encoded,sub_classification_encoded,work_type_encoded
2510,14,30,25,3
14501,46,6,73,3
42450,73,30,25,3
5778,67,18,227,3
28460,46,11,49,3
37947,46,1,102,2
40149,67,18,16,3
30284,46,11,245,3
1103,13,25,251,3
13931,8,10,17,3
31089,8,30,126,3
14601,63,11,278,3
44026,35,21,14,3
15045,8,25,251,4
29541,80,23,156,3
16553,67,19,304,3
24499,67,24,248,3
37596,63,11,267,4
34922,67,30,25,3
39909,55,30,206,3
13864,35,1,40,3
7930,67,15,254,3
26152,46,6,73,3
7395,81,2,6,1
9367,67,6,270,3
9007,67,17,64,2
41265,46,18,89,3
6503,55,10,125,3
7548,75,10,18,3
44352,46,11,49,2
28773,67,1,167,3
9135,46,4,14,3
25550,8,7,48,3
46201,67,18,78,3
28799,14,15,214,3
45891,46,11,206,3
31221,46,20,149,3
34275,67,18,260,3
16015,46,15,77,3
44634,67,30,84,3
5100,67,1,102,3
40521,74,18,156,3
12765,73,30,225,3
44304,31,11,49,3
33386,75,12,206,3
36227,55,1,4,2
24455,46,26,1,3
36913,67,26,259,3
33737,67,1,211,3
14723,14,2,6,3
42933,81,13,303,3
18679,67,15,213,3
37176,14,14,124,2
16018,56,23,178,3
35941,67,30,25,3
21844,46,1,35,2
46824,46,8,232,3
16614,46,16,156,3
47022,8,12,50,3
7532,46,8,232,3
16336,70,21,153,3
3036,1,26,187,3
10452,46,25,43,3
46320,67,16,297,1
34144,67,21,14,2
26398,1,25,164,3
44539,46,17,289,2
20221,67,10,100,3
34335,2,2,6,3
45391,37,12,50,3
41081,67,6,73,2
28651,19,30,155,3
35755,46,30,146,1
24227,67,8,232,3
22301,55,18,128,3
32259,46,30,25,3
18451,14,18,229,2
22457,71,30,25,3
47065,75,1,40,3
42086,10,15,192,2
4507,16,30,25,2
35545,67,18,78,3
8680,67,26,259,3
34655,67,18,156,3
40483,8,6,73,4
36108,67,20,119,3
29268,67,20,206,3
5554,67,11,49,1
31435,63,26,259,3
6845,67,18,89,3
2261,67,1,102,2
34285,67,18,229,2
2663,67,10,300,3
35269,67,15,198,3
32477,14,25,251,4
46675,46,26,187,3
22618,46,21,253,3
31839,19,21,20,2
32884,33,1,4,3
47177,46,18,78,3
10958,55,23,156,3
4973,2,30,126,1
20849,55,15,214,3
25019,46,24,247,3
34749,75,26,259,3
30352,67,26,259,3
8673,46,22,170,2
8570,46,12,50,3
16306,46,1,35,3
2144,1,14,122,2
34349,67,1,102,2
43960,67,18,229,3
39251,8,6,206,2
18117,55,23,179,2
6304,67,15,254,3
20235,55,26,206,1
46272,67,24,5,3
46110,67,1,35,3
26649,50,23,203,3
38411,14,14,124,2
2684,67,2,53,3
33206,39,12,50,3
39418,46,18,128,3
16740,2,8,219,2
8915,2,26,259,3
23747,46,15,174,2
47624,8,8,110,3
35189,67,15,77,3
1538,67,24,5,3
24129,46,22,80,3
21020,67,22,170,3
28646,80,20,149,3
34600,19,14,121,2
2886,8,30,52,3
46837,14,18,88,3
18814,1,18,41,2
11750,14,16,47,1
10970,67,22,169,4
37285,1,9,15,2
5653,75,21,253,2
45552,1,18,78,2
10955,1,17,243,2
47077,8,30,146,3
31188,46,21,206,2
35521,2,21,153,2
45711,46,16,156,3
384,67,1,274,2
19255,8,25,251,4
40906,67,30,107,3
3013,67,6,73,1
15526,55,23,179,3
25966,46,18,286,3
5070,46,26,187,3
39576,8,15,213,3
17089,67,6,255,3
3870,67,22,80,3
41790,8,19,37,3
17152,67,30,261,3
25161,46,27,238,3
36229,73,23,156,3
28828,67,25,251,3
37384,50,21,298,3
16774,14,26,1,3
2973,46,8,219,2
29312,67,4,291,3
19881,19,21,153,2
18871,67,18,41,2
18003,46,26,259,3
8313,2,7,156,4
40382,58,15,198,1
15009,67,11,165,2
16628,14,21,237,3
5367,1,16,47,3
34507,46,25,251,3
28244,53,15,234,3
26335,8,1,2,3
4320,55,30,25,1
43607,7,11,292,3
35359,46,11,277,2
35819,71,8,219,3
25682,74,21,298,2
44142,46,12,50,3
13307,67,11,49,3
45174,14,15,176,3
44078,46,11,279,2
28198,46,11,267,3
34554,74,21,253,2
27624,40,15,77,3
44106,67,3,206,3
39132,46,15,249,2
37018,55,1,102,4
17977,55,23,181,1
29095,67,11,150,2
1682,56,30,11,3
17609,2,21,20,1
39182,52,8,219,2
10033,46,8,219,3
5151,8,8,206,3
43966,67,18,78,2
5465,67,9,157,3
41161,74,24,247,3
38497,14,15,117,1
24174,8,22,170,3
38483,46,8,156,3
23717,11,30,84,3
16419,67,30,84,3
38813,46,7,113,4
32173,19,10,18,3
22510,46,11,276,3
12681,8,18,78,2
15593,14,30,46,3
6774,42,12,154,1
8798,55,24,247,3
44753,67,30,84,3
19618,67,15,213,3
8616,14,15,190,2
42386,2,27,238,2
17941,48,21,156,3
20195,46,21,298,3
3323,46,26,156,3
44779,14,30,84,3
1111,46,21,298,2
39178,8,22,168,3
24540,14,21,216,3
8579,67,2,6,3
34120,56,30,25,3
17808,55,30,107,3
19062,18,16,47,1
31565,46,8,110,3
29800,67,17,199,2
30093,10,11,206,3
22922,46,21,298,2
15157,50,1,211,3
4,14,16,32,1
30382,67,16,156,3
17032,37,23,179,3
26790,2,22,80,3
29761,1,24,247,3
30097,28,15,189,3
43369,67,10,147,3
24153,8,1,40,3
9030,67,26,258,3
47836,46,15,192,2
18232,46,23,127,3
18764,14,30,25,3
2834,67,8,232,3
13230,67,18,41,2
10682,55,23,14,3
42157,14,15,195,3
26813,46,11,49,3
12637,2,26,1,3
42016,64,4,72,4
1762,55,16,47,4
37997,2,3,206,3
9638,55,16,156,3
19335,8,30,11,3
41962,67,8,156,3
17969,55,30,25,3
2479,18,16,47,2
15186,31,16,112,4
7115,8,12,50,3
24206,67,11,276,3
10745,67,18,301,3
16183,14,15,174,3
23994,75,8,110,3
41994,46,21,153,2
18628,2,30,146,2
29604,46,30,46,3
26140,46,20,151,3
4901,46,4,31,3
28796,26,5,118,4
23823,46,30,107,3
46009,46,26,259,1
30325,46,18,128,3
5179,14,2,207,2
20757,50,15,194,3
29918,67,22,227,3
38434,55,30,25,3
42619,46,1,211,3
19141,80,14,124,3
35567,42,20,120,3
23817,35,13,105,3
29976,74,19,206,3
37565,67,15,174,3
41588,42,30,25,2
24908,14,22,156,2
37087,67,18,78,3
3748,8,21,298,3
37171,46,11,206,3
6416,55,2,6,2
22308,55,8,66,3
40650,67,21,298,3
30061,67,2,6,3
10574,46,30,107,3
35609,14,14,124,2
36383,63,14,122,2
40596,46,11,280,4
40110,67,17,243,3
31312,46,16,290,3
33316,8,12,93,3
30298,67,18,63,3
41932,74,26,259,3
41251,46,21,298,3
5933,1,15,215,3
47064,67,21,298,3
23197,13,29,106,4
36885,64,11,49,3
42846,67,16,156,3
24882,67,7,8,1
24330,8,8,206,2
12201,2,21,156,3
5476,46,7,113,3
29034,46,4,60,4
21402,67,25,161,3
12652,71,7,48,4
40613,67,11,276,3
42404,19,16,246,3
37825,75,18,41,2
9826,46,10,125,3
13959,67,8,232,3
9482,1,15,176,3
45182,67,1,3,3
37642,67,21,298,3
3969,8,30,11,3
36488,67,1,103,3
44856,46,21,237,3
24430,48,16,144,4
37698,18,16,47,4
6364,55,23,179,3
23608,67,21,298,1
31386,46,25,164,3
24463,34,29,106,4
16203,67,10,18,3
12816,46,25,251,1
29003,14,15,194,3
14104,8,20,67,3
14796,8,8,110,3
14062,70,25,251,1
43930,12,14,124,3
14364,46,2,6,3
1520,67,15,234,3
34153,46,19,206,2
33730,67,16,206,3
22916,42,15,176,2
1820,46,6,73,3
10601,46,21,216,2
23674,14,14,124,2
46327,46,21,298,2
36953,67,21,282,3
43581,8,9,157,2
13203,1,15,197,2
47246,80,16,297,1
11572,67,21,298,2
38105,1,30,39,3
38530,56,23,156,3
26515,17,7,8,3
41893,14,25,164,3
44236,8,22,227,3
8354,67,1,4,2
14057,8,8,110,3
20301,31,18,78,3
46104,14,16,290,3
7496,8,18,156,3
16262,46,21,298,3
16394,33,4,31,1
12077,80,30,302,2
39258,40,11,275,4
11584,67,16,290,3
23906,56,30,25,3
7364,63,30,25,3
36710,21,8,206,2
43072,46,30,46,2
12768,67,25,164,3
8117,67,4,1,3
30789,67,30,107,3
28741,46,6,73,3
5174,67,24,247,3
2508,2,25,251,3
27668,46,12,50,3
12369,67,6,73,3
32597,55,14,124,3
6099,55,23,179,2
35426,10,16,156,1
8363,67,2,6,2
19252,14,20,149,3
3211,1,30,11,3
32190,55,26,259,3
904,67,9,157,3
43360,8,15,192,2
22106,67,10,18,3
14955,67,30,25,3
6819,12,18,156,3
12470,46,6,158,3
3483,67,24,34,2
18032,50,23,181,3
31588,71,30,146,3
43785,14,21,111,1
24838,67,1,102,3
35288,50,27,94,3
33935,8,1,4,3
9142,46,18,128,3
10175,8,2,6,2
33124,1,30,39,3
35692,67,15,213,3
43031,66,30,208,3
37243,55,17,242,3
29039,67,25,217,4
5719,8,25,177,2
4772,11,7,8,4
6917,46,8,110,3
20007,67,20,149,3
11529,46,11,275,2
33160,67,21,282,3
44556,14,8,95,3
32351,67,25,217,3
15544,67,2,6,2
5423,8,17,243,4
10918,55,12,273,3
28009,55,7,8,1
27087,46,23,224,3
43612,31,1,103,3
15806,46,21,156,3
38644,46,1,2,3
47602,67,21,156,3
32064,55,18,89,3
3692,46,22,156,3
17137,67,25,251,4
11746,67,21,237,3
5486,55,8,66,3
22713,46,17,242,3
35750,67,26,1,3
27993,1,16,32,1
16696,8,15,254,3
8980,42,1,103,3
41706,50,11,275,4
24591,13,11,49,2
30411,55,1,2,3
20896,67,17,206,2
25026,67,11,275,3
30626,31,21,253,3
22675,36,15,215,2
32819,8,1,102,2
2064,67,26,259,3
45850,4,17,199,4
46238,63,14,122,2
40069,23,17,205,3
11797,67,7,86,3
30045,33,15,206,3
43952,46,24,247,3
33397,67,15,234,3
42513,11,8,110,3
15461,31,6,256,3
39843,67,8,232,3
16570,14,20,233,3
36162,50,12,172,3
25837,8,7,133,3
14633,67,27,145,3
23111,67,18,41,3
42504,46,18,206,3
28379,46,24,250,2
3835,46,11,206,4
29262,46,12,50,2
37896,14,2,207,2
11187,46,15,254,3
32433,2,11,278,3
13403,67,25,164,3
24857,67,1,103,2
5166,8,16,156,3
25532,50,15,214,1
14361,2,26,259,3
6691,46,1,102,3
15363,80,15,206,3
47142,46,16,47,3
37273,75,1,3,3
45148,46,26,259,1
21566,67,17,242,3
12128,67,11,150,3
36353,46,10,141,3
30969,46,26,1,3
34344,67,22,80,3
46638,18,21,253,3
3998,32,25,251,3
16141,55,25,164,3
34838,67,4,60,3
36952,46,18,78,3
17975,46,1,3,2
42710,14,20,67,3
27429,46,30,25,3
41995,67,18,229,2
21239,67,7,59,3
24701,46,16,130,4
18213,67,16,290,3
36920,67,16,12,1
27277,14,18,78,2
29035,46,30,261,3
5315,50,13,129,3
5330,43,12,50,3
6449,67,6,73,3
13725,46,8,232,3
23387,46,21,206,3
49,62,14,124,3
45981,46,18,301,2
7453,2,12,172,3
27226,46,2,53,3
45930,67,18,41,3
44198,67,17,242,3
9329,46,30,46,2
45194,32,7,131,2
11401,67,21,238,3
36995,46,25,251,1
3131,67,6,256,3
24145,40,20,149,4
2314,50,12,232,3
37709,46,21,153,1
10983,80,26,259,3
28877,32,18,128,1
47527,8,8,232,3
5894,67,26,1,3
39104,67,11,206,3
12835,68,2,200,3
30482,12,2,53,3
19402,14,15,77,1
28490,46,15,214,3
24225,63,2,207,2
41136,67,16,32,1
22272,60,15,176,2
45637,46,12,38,3
29951,67,1,156,3
19896,46,21,20,2
18892,14,1,4,3
13629,46,15,213,3
30578,60,23,14,3
16217,67,30,126,4
5219,67,25,251,3
28671,14,21,298,3
27202,8,8,110,3
32040,2,30,208,3
33866,77,12,156,3
14059,8,1,40,3
41901,67,22,206,3
2473,67,8,232,3
3762,67,18,78,2
41514,75,18,41,2
24142,23,18,128,3
21244,14,18,260,3
36413,67,2,241,2
1500,74,26,259,3
6139,73,15,117,3
35106,46,16,32,3
39674,46,16,47,3
6977,46,14,206,3
45589,2,30,84,1
17965,55,23,178,2
35407,67,29,106,3
7830,14,8,110,3
17026,67,10,125,2
13581,67,15,234,2
22184,50,17,242,3
45072,46,25,251,3
25693,46,19,51,3
3549,46,25,164,3
30342,8,2,6,3
6776,55,13,206,1
29999,61,15,189,3
37120,67,6,73,3
39580,46,18,260,2
2481,8,25,43,3
18196,67,26,187,3
1227,55,2,207,4
19471,67,26,187,3
21073,55,8,206,3
31236,14,1,14,3
13689,67,15,175,3
16356,14,2,6,3
27487,55,10,18,3
624,55,30,284,3
35297,67,20,149,3
7727,67,10,125,3
40000,12,15,192,1
8698,67,14,221,3
25115,67,22,206,3
44085,75,1,103,3
37614,47,11,276,3
46388,46,18,229,2
17135,71,2,75,2
40517,42,23,206,2
21955,67,24,247,3
23786,19,15,206,3
2320,67,18,128,3
31222,46,20,28,3
4058,50,18,227,3
27716,71,23,179,3
32171,67,30,146,2
2025,67,1,167,3
37052,14,24,247,3
44748,2,6,73,3
31927,46,30,11,3
44428,37,23,179,3
20815,8,14,223,3
219,46,8,206,2
10902,67,26,1,3
42744,2,2,6,3
43987,14,1,206,3
36561,46,17,242,3
29251,18,14,124,3
9649,67,12,50,3
28176,62,11,278,3
11783,50,7,8,4
6930,2,26,259,3
34350,46,18,128,2
31619,46,8,110,2
12025,67,18,206,3
32468,67,30,284,3
40034,67,8,271,3
28782,5,14,124,3
46758,67,8,206,3
30185,67,26,259,3
43164,14,12,38,1
43771,57,25,177,1
9386,46,21,237,3
38814,67,8,127,2
8517,14,14,221,3
37717,46,1,274,2
21558,67,19,37,3
22929,47,15,192,4
11341,67,19,51,3
19905,1,30,155,1
42516,55,21,153,1
19819,46,15,214,3
115,67,11,275,3
17702,50,11,49,2
44801,19,21,298,3
5034,55,6,74,4
44082,46,30,261,4
18414,67,1,2,3
19480,28,15,188,2
44291,46,17,242,3
8409,67,6,74,1
36631,14,21,237,2
45748,50,24,34,3
11200,46,18,41,3
10139,46,18,16,3
44060,1,30,146,2
3133,67,17,206,3
801,25,16,47,3
31984,8,14,152,3
32518,67,25,251,4
26522,1,17,289,2
19425,14,21,298,3
25971,67,6,255,3
38937,55,30,52,3
36209,55,9,266,3
465,46,21,71,3
38126,17,15,189,4
3158,48,8,66,3
46361,67,1,14,2
47227,8,30,27,3
28308,67,30,11,3
9439,55,1,40,3
20244,64,15,194,3
36519,2,24,247,3
31785,8,27,206,3
12479,40,7,86,3
25512,14,18,41,2
45123,31,30,25,3
10548,67,19,206,3
8974,46,7,59,4
23514,12,4,54,3
41829,55,2,6,2
7289,55,26,259,2
6410,46,20,148,3
43091,46,18,229,3
3698,55,20,67,3
24558,14,17,243,2
30804,67,1,22,2
28187,1,15,249,1
39858,50,30,25,3
29897,67,11,275,3
7018,67,7,133,3
4396,14,15,77,1
22704,67,1,167,2
5518,55,1,60,3
9218,14,7,8,2
1955,67,15,188,2
3625,75,21,298,3
28523,67,18,63,3
26283,14,25,251,3
33309,46,7,8,1
42616,14,1,40,1
33772,1,18,229,2
39387,55,16,130,1
42770,67,12,206,3
32078,67,30,208,2
10741,67,16,47,3
16363,8,16,290,3
42350,75,1,102,2
4096,46,16,206,2
1299,46,30,25,3
15887,63,30,39,3
29471,67,21,298,1
25854,8,1,40,3
31112,46,15,213,2
8969,15,16,156,3
4604,19,14,121,3
24173,67,21,111,3
20784,1,11,206,3
827,46,1,14,2
36307,46,30,116,3
21474,46,26,1,3
24260,46,15,189,4
41791,67,24,247,3
24406,67,15,77,3
17573,55,8,206,1
30645,67,22,206,2
4321,46,18,41,2
23554,80,16,47,4
46270,67,12,83,3
23099,67,15,192,3
45139,67,26,187,3
841,67,21,237,2
22286,55,18,63,3
45745,67,25,164,3
10973,50,14,122,2
17852,1,15,189,2
1173,57,25,164,3
30831,67,18,76,3
32967,42,26,259,3
29244,67,14,223,2
38430,67,4,72,3
41105,46,22,96,3
8681,67,12,90,3
1405,14,16,144,4
36873,1,11,278,3
39706,46,15,215,3
9304,1,11,278,3
15381,2,16,156,3
29703,31,1,103,3
47238,46,26,187,3
14892,46,13,296,2
2053,63,14,122,2
5313,74,8,232,3
31745,46,12,50,3
46389,50,1,167,3
2268,67,18,63,2
41781,46,12,50,3
5006,67,30,39,3
37980,75,15,206,4
11870,31,30,208,2
47258,74,25,177,4
13598,67,6,73,2
30068,8,17,64,3
27947,55,23,206,3
46124,55,23,14,3
12691,56,23,181,2
17393,46,21,20,1
20765,46,22,80,3
22047,67,22,168,3
46816,67,11,275,3
25268,46,21,71,1
13642,46,8,219,3
32144,14,1,102,4
4150,46,24,247,3
12029,8,30,52,3
2890,32,26,258,3
39811,55,17,64,3
2788,8,30,126,3
35695,46,30,284,3
13450,67,7,86,3
42819,46,18,41,2
30414,44,11,49,3
24053,67,24,247,3
27848,67,11,49,2
7899,8,7,48,4
7858,67,21,108,3
956,46,21,20,3
19058,21,30,146,1
47282,75,1,2,4
39832,2,18,78,3
8036,8,26,259,3
43191,55,18,41,2
6285,67,2,207,3
33724,67,15,254,3
17517,55,12,50,2
25695,46,26,187,3
38454,67,1,4,3
15021,1,18,41,2
23326,74,26,259,3
45164,60,30,302,3
317,8,1,14,3
9060,46,8,219,2
30088,66,14,124,4
35702,70,25,206,3
40713,67,20,212,3
13521,18,7,156,3
17639,67,22,96,3
34060,46,17,206,3
45653,46,20,149,3
38339,67,25,160,3
15356,67,11,49,3
8057,18,30,302,3
15669,56,30,206,3
29790,14,14,124,3
21375,50,7,131,3
7792,46,18,78,3
26227,8,17,289,2
34888,8,12,50,3
10321,67,2,6,2
5442,14,30,25,3
24926,67,1,102,3
36901,46,22,170,3
46177,67,25,164,3
44686,57,15,190,3
19158,14,21,20,2
9361,14,6,74,2
14138,67,11,49,2
13566,23,30,84,3
7655,46,22,169,3
17846,8,21,298,2
13723,46,20,149,3
10219,80,15,77,1
7186,67,1,2,2
27325,46,15,215,2
38607,19,21,156,3
13492,46,8,219,3
331,8,20,151,3
18621,46,16,290,2
33906,46,24,247,3
18771,67,18,41,3
5754,1,14,206,3
40770,30,7,48,3
40389,50,15,214,3
12962,19,19,37,3
630,46,19,37,3
22274,8,25,251,2
46316,67,18,260,2
18663,46,11,279,2
36835,40,21,238,4
18094,26,23,179,3
43113,37,23,180,3
6882,67,13,61,3
43047,63,7,48,4
39744,2,16,32,1
9589,67,11,275,2
39992,46,25,43,3
26354,14,18,78,3
36993,14,21,228,3
14846,46,25,251,3
23192,46,15,55,1
21363,47,3,173,2
22009,67,16,47,3
39197,67,12,206,3
40288,8,2,207,3
34948,27,15,189,1
14314,67,30,25,3
14332,46,1,102,3
3134,47,15,194,3
42751,67,21,216,1
4558,14,30,302,3
28758,46,4,60,3
33152,74,7,206,3
20616,55,11,267,3
41143,80,23,181,3
23831,55,8,219,2
38745,50,8,127,3
3580,67,30,25,3
1792,67,9,157,3
34941,1,18,41,2
42730,57,7,48,3
43549,64,2,240,3
6988,67,30,146,3
5399,67,20,140,3
10250,46,17,242,3
2377,32,11,49,3
46130,46,30,284,3
40274,31,11,206,4
13154,14,26,1,3
46800,55,23,181,3
12783,19,16,47,4
44224,30,6,74,1
35882,46,30,84,1
23855,67,25,164,3
13587,46,18,286,2
5630,67,18,63,3
33027,55,16,47,2
12950,8,10,18,3
29116,8,1,167,3
34902,67,18,63,3
24954,14,8,232,3
43918,2,16,47,1
15944,67,1,103,3
2070,67,30,206,2
40300,8,1,40,3
22264,46,1,102,3
23383,67,21,71,2
29873,46,25,251,3
44645,46,22,170,3
5722,46,8,110,3
11563,67,21,253,3
39260,46,17,64,2
41415,67,1,102,2
10587,40,1,40,3
37788,67,22,170,2
23890,46,6,57,2
8558,67,22,80,4
5668,67,18,186,2
3286,2,15,174,3
2294,2,8,95,3
31956,61,14,123,4
27583,67,20,140,3
3683,14,2,240,2
8875,46,18,78,2
8831,67,26,259,3
10654,54,13,303,3
2300,67,18,206,3
1134,14,8,232,3
23542,75,23,184,3
24047,14,22,169,3
29806,72,15,117,2
16562,46,25,251,4
4193,14,18,229,2
40374,46,24,247,2
30862,1,30,25,3
6095,12,15,190,4
43568,53,14,121,3
25818,23,16,47,3
34092,63,18,229,3
22941,67,5,118,3
10210,43,25,251,3
21573,44,15,175,3
8054,67,22,170,3
6474,67,30,11,3
5271,55,17,242,3
28522,46,14,124,3
19584,46,30,84,3
17930,67,18,78,3
37185,67,19,206,3
38288,46,15,189,3
22352,55,16,47,3
31324,67,6,73,3
28151,67,30,206,3
40927,67,11,275,3
23868,67,18,229,2
15932,67,25,251,3
24021,23,11,49,3
37568,8,12,50,3
46663,46,21,20,2
29770,2,21,298,3
10102,42,15,214,3
41091,67,4,14,3
15164,14,18,76,2
21506,46,11,275,3
20983,8,25,251,4
8469,61,7,8,2
23117,80,2,6,4
28600,67,24,247,3
42538,46,25,164,3
527,46,4,206,3
926,67,26,1,3
14945,14,12,7,3
19658,67,26,187,3
41137,71,15,234,4
43057,2,16,290,3
4128,1,7,59,2
43137,54,3,206,3
15207,46,17,159,3
23783,67,6,73,2
2635,2,15,192,3
3337,60,8,271,3
5716,67,24,34,3
14490,67,15,197,2
16968,14,20,151,3
39834,46,24,34,4
11464,46,21,153,1
16254,67,6,270,3
31463,67,16,297,1
10330,75,18,78,2
23955,8,29,56,1
16987,46,26,259,3
44744,14,26,1,3
2495,46,30,25,3
25358,67,4,60,3
14609,73,30,25,3
26012,14,26,259,3
11615,67,15,215,3
32556,73,30,261,3
34408,46,19,51,3
27849,67,8,66,2
16907,67,18,186,3
9958,33,25,251,4
47835,63,15,190,2
10308,46,1,211,3
19398,67,1,103,3
29719,13,13,105,2
44593,46,1,274,3
28687,71,1,274,3
42082,46,15,176,2
11137,67,26,1,3
36419,1,14,223,2
43780,14,10,18,3
16835,1,6,73,1
4570,54,30,116,3
22709,67,18,78,3
29686,8,14,121,3
16371,67,15,215,4
8958,67,1,102,3
36573,67,26,187,3
21508,42,1,156,3
32649,46,9,157,3
45201,55,8,206,2
38004,67,26,206,2
9276,73,23,181,3
19052,67,18,78,3
37139,67,20,67,3
27134,46,18,128,3
6787,31,15,189,3
10042,46,9,157,3
20178,2,16,47,4
8466,14,8,95,3
41740,14,26,156,3
40262,14,21,238,2
5926,46,4,114,3
38917,42,21,153,3
26315,50,30,42,1
23534,67,18,229,3
43094,1,8,156,3
19339,8,18,227,3
12553,46,20,149,3
38544,8,30,126,3
46304,55,8,271,2
21429,46,30,302,3
47144,67,18,186,2
23337,16,30,84,2
10069,14,16,32,4
6433,31,21,238,3
22538,8,4,206,3
42247,46,2,206,3
8383,60,12,83,3
26508,67,1,2,2
11240,2,4,263,2
16806,1,18,186,3
20544,19,16,156,3
7736,67,30,107,2
38495,46,11,279,1
4515,46,20,97,3
6243,55,25,164,3
31395,31,28,262,2
38562,55,30,126,3
3699,67,18,260,3
33582,46,1,14,3
38861,67,8,66,3
39353,2,2,240,1
25392,8,8,232,3
25235,56,23,180,3
8664,46,30,284,3
8177,67,18,89,2
6419,67,4,69,3
20247,67,30,107,3
43381,49,14,124,4
12933,43,2,6,3
45858,63,15,192,2
25865,55,18,41,2
1326,46,16,47,3
18461,67,19,37,3
37972,67,15,189,3
39289,46,25,164,3
19534,73,15,234,3
825,67,2,207,3
29163,23,7,48,3
40098,14,8,66,2
13490,42,21,298,2
9610,46,26,258,3
40789,50,23,181,2
24054,23,12,172,3
1852,46,15,197,4
3003,67,19,293,3
28100,50,30,84,3
36524,46,21,238,3
35007,67,18,41,3
42079,50,30,146,3
3636,67,15,213,3
42226,63,30,146,3
45268,75,15,234,3
24656,67,20,119,3
24052,33,14,121,1
24949,67,25,206,3
40064,32,19,304,3
16159,46,1,102,3
20491,46,15,215,4
40811,75,16,144,2
43170,13,8,219,1
38207,67,15,176,3
26980,14,15,215,3
2024,42,30,284,3
34679,67,30,84,2
44362,55,11,49,3
25018,46,16,47,1
17246,67,24,250,3
32399,2,11,245,3
21589,67,17,64,3
21170,46,3,173,3
28992,67,18,78,2
44070,46,16,32,1
19328,14,15,189,1
42084,55,12,226,3
30117,67,18,41,3
3274,46,21,20,2
16271,14,21,71,1
7977,67,18,88,2
11107,1,18,206,2
1485,67,15,174,1
27321,67,22,168,3
2711,46,12,136,3
25980,67,15,214,3
10611,67,25,164,3
32727,44,21,216,4
28528,46,2,240,2
30704,67,18,78,2
18967,67,17,64,3
3310,1,14,122,2
16450,55,1,206,3
31624,46,16,47,3
4573,75,8,206,2
20486,74,6,74,2
16751,19,2,53,3
40453,14,21,237,3
45192,74,13,61,3
39622,23,7,156,3
5571,6,7,131,3
35629,14,30,146,4
43515,46,11,267,3
31966,67,5,118,3
29201,46,1,14,3
18572,56,23,181,1
31556,67,30,284,3
43791,46,2,75,2
15897,18,11,277,3
39676,55,9,15,3
13582,67,30,84,3
42223,55,30,284,3
36705,46,15,174,3
22356,19,30,206,3
41813,75,18,63,3
41871,75,2,207,3
32061,1,14,124,3
40271,55,29,106,2
18458,2,15,55,1
5622,46,18,89,3
9442,67,20,151,3
39095,75,26,1,3
323,37,30,84,3
31865,8,21,228,3
40041,67,18,156,3
38285,23,11,206,3
29602,14,16,156,3
41082,55,12,38,3
40223,67,1,167,2
10390,46,24,247,3
6231,62,1,35,3
23553,55,1,102,4
28254,46,15,215,1
22235,46,2,200,1
18411,67,26,1,3
491,67,24,295,3
2194,46,7,8,1
28156,67,1,3,3
47449,67,2,207,3
41086,67,17,289,3
42759,50,15,215,4
24209,67,21,20,3
29762,10,21,253,2
43555,32,2,6,4
13917,67,26,187,3
9507,67,25,251,3
33669,46,15,189,1
45786,46,16,47,1
821,67,6,73,3
17072,46,26,156,3
38002,35,17,64,3
2286,46,18,76,3
4074,14,8,110,3
29502,19,1,2,2
10713,46,30,284,3
4792,14,17,242,2
47688,46,14,122,3
27653,1,11,49,3
44255,67,17,64,3
34337,46,18,89,3
8493,1,14,122,2
39591,61,11,206,1
10318,46,26,1,3
3471,14,4,183,2
24632,46,30,284,2
26153,8,18,89,3
44134,8,15,213,3
955,80,11,275,3
30816,2,16,297,1
47382,63,11,276,4
45235,67,16,287,4
22278,2,15,215,3
24879,67,18,229,2
34572,8,2,6,4
4084,14,2,6,3
5834,8,21,298,4
34687,46,1,274,3
37532,8,12,90,3
1014,67,2,206,3
36478,67,13,99,3
32963,80,11,275,3
25217,8,13,61,2
16204,1,25,164,3
42420,14,29,106,2
5257,83,22,206,3
30423,61,30,52,2
302,63,15,77,4
8444,32,25,251,3
13248,46,20,233,3
31018,67,20,233,3
21136,46,8,232,3
40015,21,15,234,3
17999,67,30,25,3
33835,67,22,170,3
45176,56,23,179,1
27315,63,25,206,2
46266,46,7,8,4
28933,46,21,228,3
41332,2,2,6,3
17184,67,15,213,3
9420,61,1,40,3
7367,43,30,206,3
7787,67,20,206,3
8234,50,18,186,3
16918,31,15,192,4
2214,14,18,286,2
27985,67,18,41,3
44572,1,15,189,4
31713,46,21,237,3
25718,67,24,248,3
28051,54,26,187,3
13789,46,18,78,3
24901,67,18,78,2
20469,15,8,219,1
36919,46,25,160,3
32716,8,17,206,3
16034,67,21,20,3
47827,19,11,277,3
33174,67,4,104,3
23638,46,18,78,3
12851,67,18,89,3
34088,46,16,290,1
4708,14,1,35,4
26084,46,1,103,3
34330,14,21,253,3
22049,67,26,156,3
4572,70,6,73,3
42881,4,30,284,3
6406,67,18,76,3
41012,33,15,174,3
44358,23,23,178,2
32320,8,30,225,3
21692,46,2,6,3
17988,18,16,47,3
870,46,4,69,3
23243,63,21,228,3
24650,14,15,189,3
33054,1,18,88,2
32003,46,21,71,3
45138,46,21,228,2
10515,46,15,254,3
47697,14,18,41,2
44714,67,1,167,2
28135,14,16,47,3
